FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 BaseRate	 Amp		 x_width	 y_width	 x_ctr	 y_ctr	 rfplot_x_ctr	 rfplot_y_ctr	 axpect_ratio	
m60823c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  2.52	 21.49	  9.02	  9.72	  5.02	  2.86	  0.00		  0.00		 
m60823c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  5.67	  9.42	 24.39	 15.06	  0.33	  1.52	  0.00		  0.00		 
m60823c3r1.htb	  70.0	  0.03	 2.000	  0.00	  0.00	 40.00	  1.78	 11.64	 12.88	 14.10	 -3.23	 -1.44	  0.00		  0.00		 
m60823c4r1.htb	  70.0	  0.03	 2.000	  0.00	  0.00	 40.00	  9.18	  9.46	 23.87	 27.72	 -3.92	 11.17	  0.00		  0.00		 
m60824c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  2.33	 12.62	 13.42	 13.82	 -2.72	  4.66	  0.00		  0.00		 
m60824c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  6.13	 16.52	 20.92	 21.30	 -3.16	  2.43	  0.00		  0.00		 
m60824c3r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  3.61	  7.14	 14.79	 18.66	  4.88	 -0.75	  0.00		  0.00		 
m60830c1r1.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	  2.38	  6.01	 20.36	 18.78	 -4.19	 -7.93	  0.00		  0.00		 
m60830c2r1.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	  8.04	  8.34	 17.37	 18.98	 -0.59	 -11.10	  0.00		  0.00		 
m60831c1r1.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.23	  6.42	 23.36	 17.57	  6.99	 -1.21	  0.00		  0.00		 
m60831c4r1.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	  2.19	  4.65	 16.87	 30.18	  7.34	  0.64	  0.00		  0.00		 
m60901c4r1.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	  1.12	 12.42	 23.57	 17.70	  0.55	  2.56	  0.00		  0.00		 
m60907c1r1.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	  1.39	  4.18	 14.43	  9.97	  7.72	  3.75	  0.00		  0.00		 
m60907c2r1.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.44	  7.13	 10.62	 12.74	  6.42	 -5.02	  0.00		  0.00		 
m60907c3r1.htb	 120.0	  0.03	 2.000	  0.00	  0.00	 40.00	  2.28	  2.50	 29.79	 22.19	 -3.68	 -14.07	  0.00		  0.00		 
m61024c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.26	  5.79	 45.97	 23.88	  6.61	  4.19	  0.00		  0.00		 
m61024c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.52	  3.09	 30.81	 13.32	 11.85	  7.06	  0.00		  0.00		 
m61027c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	 18.59	 29.82	 18.17	 11.65	  9.58	 -2.39	  0.00		  0.00		 
m61027c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  8.11	 12.39	 25.10	  8.98	  7.87	 -0.55	  0.00		  0.00		 
m61106c4r1.htb	 120.0	  0.03	 2.000	  0.00	  0.00	 40.00	  9.75	 18.36	 18.81	  7.36	  2.38	 -2.74	  0.00		  0.00		 
m61108c2r1.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	  8.99	  6.64	  8.10	  6.73	 -0.22	 -12.43	  0.00		  0.00		 
m61108c5r1.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	 14.82	 18.80	 17.33	 13.00	 -1.50	 -5.60	  0.00		  0.00		 
m61128c2r1.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	  9.12	 35.30	 13.47	 10.79	  3.15	  0.30	  0.00		  0.00		 
m61201c3r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  8.03	 10.84	 16.58	  9.17	 -1.10	 -8.65	  0.00		  0.00		 
